用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
XYGL_97,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_有效日期讲师随机状态休息教室随机班级随机方向开发课程最后一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：休息
4.教室：教室九
5.班级：WNCDC001
6.方向：开发
7.课程安排：项目阶段第三周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_98,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_有效日期讲师随机状态实训教室随机班级随机方向测试课程第一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.教室：教室九
5.班级：WNCDC001
6.方向：测试
7.课程安排：第一阶段第一周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_99,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_有效日期讲师随机状态实训教室随机班级随机方向测试课程最后一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.教室：教室九
5.班级：WNCDC001
6.方向：测试
7.课程安排：项目阶段第三周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_100,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无结束时间其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.状态：实训
3.教室：教室九
4.班级：WNCDC001
5.方向：测试
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.状态选择成功，信息展示正常
3.教室选择成功，信息展示正常
4.班级选择成功，信息展示正常
5.方向选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_101,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无开始时间其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择结束时间：当前时间+30
2.状态：实训
3.教室：教室九
4.班级：WNCDC001
5.方向：测试
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.结束时间选择成功，信息展示正常
2.状态选择成功，信息展示正常
3.教室选择成功，信息展示正常
4.班级选择成功，信息展示正常
5.方向选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_102,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无状态其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.教室：教室九
4.班级：WNCDC001
5.方向：测试
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.教室选择成功，信息展示正常
4.班级选择成功，信息展示正常
5.方向选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_103,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无教室其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.班级：WNCDC001
5.方向：测试
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.班级选择成功，信息展示正常
5.方向选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_104,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无班号其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.教室：教室九
5.方向：测试
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.方向选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_105,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无方向其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.教室：教室九
5.班级：WNCDC001
6.课程安排：项目阶段第三周
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.课程安排选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_106,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_无课程其余随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：实训
4.教室：教室九
5.班级：WNCDC001
6.方向：测试
7.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_107,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_随机抽取一半填写,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：休息
4.教室：教室九
5.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_108,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_同时两个老师分别不同教室不同班级不同方向课程第一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择2个讲师进行排课","1.选择开始时间：当前时间（一致）
2.选择结束时间：开始时间+30（一致）
3.状态：正常（一致）
4.教室：教室九（教室一）
5.班级：WNCDC001（WNCDC002）
6.方向：测试（开发）
7.课程安排：项目阶段第三周（基础阶段第一周）
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,2,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_109,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_有效日期所有老师同时安排课程,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.所有讲师同时进行排课","1.选择开始时间：当前时间（其余老师一致）
2.选择结束时间：开始时间+30（其余老师一致）
3.状态：正常（其余老师一致）
4.教室：教室九（其余老师随机）
5.班级：WNCDC001（其余老师随机）
6.方向：测试（其余老师随机）
7.课程安排：项目阶段第三周（其余老师随机）
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,2,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_110,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假查询_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块",1.界面检查,1.界面完整，数据显示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_111,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假查询_请假状态默认,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在10条学员请假信息",1.点击查询按钮,1.展示10条学员信息，信息展示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_112,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假查询_请假状态请假中,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在学员信息A
姓名：张三
请假状态：已销假
4.存在学员信息B
姓名：李四
请假状态：请假中","1.选择请假状态：请假中
2.点击查询按钮","1.请假状态选择成功，信息展示正常
2.查询成功，展示学员信息B",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_113,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假查询_请假状态已销假,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在学员信息A
姓名：张三
请假状态：已销假
4.存在学员信息B
姓名：李四
请假状态：请假中","1.选择请假状态：已销假
2.点击查询按钮","1.请假状态选择成功，信息展示正常
2.查询成功，展示学员信息A",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_114,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假查询_姓名,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在学员信息A
姓名：张三
请假状态：已销假
4.存在学员信息B
姓名：李四
请假状态：请假中","1.输入姓名：张三
2.点击查询按钮","1.姓名输入成功，信息展示正常
2.查询成功，展示学员信息A",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_115,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块
2.进入学员请假子模块","1.点击新增请假按钮
2.界面检查","1.点击新增请假按钮成功，弹出“请假记录录入”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_116,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_各输入框下拉框功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块
2.进入学员请假子模块
3.点击新增请假按钮","1.对各个输入框进行输入
2.对各个下拉框进行选择","1.输入框能正常输入，数据显示正常
2.下拉框能正常选择，数据显示正常",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_117,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_结束大于开始_有姓名_事假,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：当前时间+3
3.输入姓名：张三
4.输入请假类型：事假
5.点击保存按钮","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.输入姓名成功，信息展示正常
4.选择请假类型成功，信息展示正常
5.保存成功",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_117,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_结束小于开始有姓名事假,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：当前时间-3
3.输入姓名：张三
4.输入请假类型：事假
5.点击保存按钮","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.输入姓名成功，信息展示正常
4.选择请假类型成功，信息展示正常
5.保存失败，弹出提示框“保存失败”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_118,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_开始小于当前有姓名病假,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间-3
2.选择结束时间：开始时间+3
3.输入姓名：张三
4.输入请假类型：事假
5.点击保存按钮","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.输入姓名成功，信息展示正常
4.选择请假类型成功，信息展示正常
5.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_119,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_无姓名必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：开始时间+3
3.选择请假类型：事假
4.点击保存按钮","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.选择请假类型成功，信息展示正常
4.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_120,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_无结束时间必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.输入姓名：张三
3.选择请假类型：事假
4.点击保存按钮","1.选择开始时间成功，信息展示正常
2.输入姓名成功，信息展示正常
3.选择请假类型成功，信息展示正常
4.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_121,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_无开始时间必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择结束时间：当前时间+3
2.输入姓名：张三
3.选择请假类型：事假
4.点击保存按钮","1.选择结束时间成功，信息展示正常
2.输入姓名成功，信息展示正常
3.选择请假类型成功，信息展示正常
4.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_122,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_无请假类型必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：开始时间+3
3.输入姓名：张三
4.点击保存按钮","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.输入姓名成功，信息展示正常
4.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_123,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_请假天数自动生成检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：开始时间+3
3.查看请假天数","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.请假天数展示为3天",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_124,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_填写姓名后展示学号,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.输入姓名：张三
2.查看提示信息","1.输入姓名成功，信息展示正常
2.姓名输入框下方提示姓名以及学号",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_125,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假新增_请假后今日考勤自动转请假,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.点击新增请假按钮
4.今日考勤中存在学员信息A
姓名：张三","1.选择开始时间：当前时间
2.选择结束时间：开始时间+3
3.输入姓名：张三
4.选择请假类型：事假
5.点击保存按钮
6.点击今日考勤子模块
7.输入姓名：张三
8.点击搜索按钮
9.查看张三的考勤结果","1.选择开始时间成功，信息展示正常
2.选择结束时间成功，信息展示正常
3.输入姓名成功，信息展示正常
4.选择请假类型成功，信息展示正常
5.保存成功，返回学员请假子模块
6.点击成功，进入今日考勤子模块
7.输入姓名成功，信息展示正常
8.搜索成功，展示张三的学员信息
9.张三的考勤结果为请假",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_126,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息","1.点击学员请假信息修改按钮
2.界面检查","1.点击成功，弹出“请假记录修改”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_127,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_各输入框下拉框功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.对各个输入框进行输入
2.对各个下拉框进行选择","1.输入框能正常输入，数据显示正常
2.下拉框能正常选择，数据显示正常",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_128,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_结束小于开始有姓名事假老师第一个,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改结束时间：开始时间-3
3.修改姓名：张三
4.修改请假类型：事假
5.修改任课老师：全部
6.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.修改姓名成功，信息展示正常
4.修改请假类型成功，信息展示正常
5.修改任课老师成功，信息展示正常
6.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_129,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_开始小于当前有姓名病假老师最后一个,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间-3
2.修改结束时间：开始时间+3
3.修改姓名：张三
4.修改请假类型：事假
5.修改任课老师：代军虎
6.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.修改姓名成功，信息展示正常
4.修改请假类型成功，信息展示正常
5.修改任课老师成功，信息展示正常
6.保存失败，弹出提示框“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_130,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_无姓名必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改结束时间：开始时间+3
3.修改请假类型：事假
4.修改任课老师：代军虎
5.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.修改请假类型成功，信息展示正常
4.修改任课老师成功，信息展示正常
5.保存成功，返回学员请假界面",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_131,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_无结束时间必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改姓名：张三
3.修改请假类型：事假
4.修改任课老师：代军虎
5.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改姓名成功，信息展示正常
3.修改请假类型成功，信息展示正常
4.修改任课老师成功，信息展示正常
5.保存成功，返回学员请假界面",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_132,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_无开始时间必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改结束时间：开始时间+3
2.修改姓名：张三
3.修改请假类型：事假
4.修改任课老师：代军虎
5.点击保存按钮","1.修改结束时间成功，信息展示正常
2.修改姓名成功，信息展示正常
3.修改请假类型成功，信息展示正常
4.修改任课老师成功，信息展示正常
5.保存成功，返回学员请假界面",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_133,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_无请假类型必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改结束时间：开始时间+3
3.修改姓名：张三
4.修改任课老师：代军虎
5.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.修改姓名成功，信息展示正常
4.修改任课老师成功，信息展示正常
5.保存成功，返回学员请假界面",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_134,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_无代课老师必填项,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改结束时间：开始时间+3
3.修改姓名：张三
4.修改请假类型：事假
5.点击保存按钮","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.修改姓名成功，信息展示正常
4.修改请假类型成功，信息展示正常
5.保存成功，返回学员请假界面",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_135,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假修改_请假天数自动生成检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息
4.点击学员请假信息修改按钮","1.修改开始时间：当前时间
2.修改结束时间：开始时间+3
3.检查请假天数","1.修改开始时间成功，信息展示正常
2.修改结束时间成功，信息展示正常
3.请假天数显示为3天",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_136,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假上传_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息","1.点击学员信息假条按钮
2.界面检查","1.点击成功，弹出“假条查看和上传”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_137,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_学员请假上传_假条上传检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入学员请假子模块
3.存在1条学员请假信息","1.点击学员信息假条按钮
2.点击选择文件按钮
3.选择假条
4.点击上传按钮","1.点击成功，弹出“假条查看和上传”界面
2.点击成功，弹出文件选择弹出框
3.选择成功，选择文件按钮旁边展示文件名字
4.上传成功",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
